"rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date"
5278,baddestrawbussy,18030,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-08 02:00:00.000,2022-05-05 02:00:00,2022-05-28 02:00:00.000
5279,chikosquared,18023,,The Ultimate Fuck Demon ,The Ultimate Fuck Demon,,The Ultimate Fuck Demon,,The Ultimate Fuck Demon,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5280,topbreedxxx,18020,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5281,x11musclegod,18017,9200,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5282,maddoxryker,18016,14500,"Florida, USA",Florida,USA,"Florida, USA",,"Florida, USA",,,,FL,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5283,cockyboyalex20,18007,27500,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5284,yourknewdaddy,18002,,,,,,,,,,,,,2022-03-26 01:00:00.000,2022-03-23 01:00:00,2022-05-28 02:00:00.000
5285,muscleboywrestl,17999,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5286,topguy135,17992,1300,"Fullerton, CA",Fullerton,CA,"Fullerton, CA",,"Fullerton, CA",,,,CA,FULLERTON,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5287,timeoblondelx,17985,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5288,rawellyreis,17984,451,"São Paulo, Brasilien",São Paulo,Brasilien,"São Paulo, Brasilien",,"São Paulo, Brasilien",,,,,,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5289,wezzzie87,17949,,"North West, England",North West,England,"North West, England",,"North West, England",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5290,val024ass,17934,,France,France,,France,,France,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5291,seanweissxxx,17908,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5292,dgssxxx,17902,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5293,fbrcdlmnt,17898,,"Palermo, Buenos Aires",Palermo,Buenos Aires,"Palermo, Buenos Aires",,"Palermo, Buenos Aires",,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5294,darek_mr,17881,10100,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5295,harlem_hunter,17878,1400,The world ,The world,,The world,,The world,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5296,stonedixxxonxxx,17875,,"Charlotte, NC",Charlotte,NC,"Charlotte, NC",,"Charlotte, NC",,,,NC,CHARLOTTE,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5297,holepunchinalex,17871,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-03-26 01:00:00.000,2022-02-28 01:00:00,2022-05-28 02:00:00.000
5298,ausmusclebtm,17870,,Australia,Australia,,Australia,,Australia,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5299,joshuajamesxxx1,17868,,United States,United States,,United States,,United States,,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5300,bostonjockxxx,17866,,"Boston, MA",Boston,MA,"Boston, MA",,"Boston, MA",,,,MA,BOSTON,2022-05-28 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
5301,jeffbaran75xxx,17863,650,Paris & Barcelona,Paris & Barcelona,,Paris & Barcelona,,Paris & Barcelona,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5302,parkerallenxxx,17847,,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",,"Las Vegas, NV",,,,NV,LAS VEGAS,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5303,sethspearexx,17847,,"Boston, MA",Boston,MA,"Boston, MA",,"Boston, MA",,,,MA,BOSTON,2022-05-27 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5304,tannerthomasx,17844,1800,NYC,NYC,,NYC,,NYC,,,,,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
5305,yurisavagexxx,17841,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5306,mocubhot4u,17837,,Seattle,Seattle,,Seattle,,Seattle,,,,WA,SEATTLE,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5307,luke_x_18,17830,24700,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5308,ffp1glet,17827,,London/Essex,London/Essex,,London/Essex,,London,Essex,,,,,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5309,johnfoxhound,17810,,"Reno, NV",Reno,NV,"Reno, NV",,"Reno, NV",,,,NV,RENO,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5310,pissgagboar,17800,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5311,pornrenato,17800,1200,"Budapest, Ungarn",Budapest,Ungarn,"Budapest, Ungarn",,"Budapest, Ungarn",,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5312,chaosmencom,17793,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5313,joel_danielsxxx,17791,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5314,codyxxv,17783,396,France,France,,France,,France,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5315,nasty_gatsby,17740,,"Denver, CO",Denver,CO,"Denver, CO",,"Denver, CO",,,,CO,DENVER,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5316,ageofantonio,17739,,"Fresno, CA",Fresno,CA,"Fresno, CA",,"Fresno, CA",,,,CA,FRESNO,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5317,countrycasey_,17737,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5318,aboynamedvilla,17727,640,"Bay Area, Ca",Bay Area,Ca,"Bay Area, Ca",,"Bay Area, Ca",,,,CA,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
5319,phoenix_exotic,17725,,"Atlanta, GA",Atlanta,GA,"Atlanta, GA",,"Atlanta, GA",,,,GA,ATLANTA,2022-05-27 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5320,versnuyorican,17721,,"New York, NY",New York,NY,"New York, NY",,"New York, NY",,,,NY,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5321,jordk_x,17720,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5322,assdriller50,17714,,EARTH,EARTH,,EARTH,,EARTH,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5323,bexmxstro,17690,,México,México,,México,,México,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5324,raunchywolf1,17678,,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5325,bullbro97,17660,,"Manhattan, NY",Manhattan,NY,"Manhattan, NY",,"Manhattan, NY",,,,NY,MANHATTAN,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5326,ivorossi8,17645,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5327,tonedladdie,17641,,United Kingdom,United Kingdom,,United Kingdom,,United Kingdom,,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5328,alex_adams7,17639,26900,"Medellín, Colombia",Medellín,Colombia,"Medellín, Colombia",,"Medellín, Colombia",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5329,musclepup4,17636,,New England,New England,,New England,,New England,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5330,jaxxxsonbliss,17631,707,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5331,trent_marx,17629,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5332,postcoleonmain,17624,2200,California,California,,California,,California,,,,CA,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5333,samsonbiggz,17602,22500,"Phoenix, AZ",Phoenix,AZ,"Phoenix, AZ",,"Phoenix, AZ",,,,AZ,PHOENIX,2022-05-28 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
5334,mysteriusbi,17600,424,40% OFF,40% OFF,,40% OFF,,40% OFF,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5335,dadnexxxtdoor,17599,62,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5336,nicobellicxxx,17589,2100,"Brooklyn, NY ",Brooklyn,NY,"Brooklyn, NY",,"Brooklyn, NY",,,,NY,BROOKLYN,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
5337,alexytyler,17584,171,"Montréal, Québec",Montréal,Québec,"Montréal, Québec",,"Montréal, Québec",,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5338,chrisandyxxx,17578,316,ATX,ATX,,ATX,,ATX,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5339,staxushollister,17561,23000,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5340,canadian__xxl,17541,,Canada,Canada,,Canada,,Canada,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5341,justinerosxxx,17537,509,"Fort Lauderdale, FL",Fort Lauderdale,FL,"Fort Lauderdale, FL",,"Fort Lauderdale, FL",,,,FL,FORT LAUDERDALE,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5342,alexbrand34,17537,1400,"Montpellier, Frankreich",Montpellier,Frankreich,"Montpellier, Frankreich",,"Montpellier, Frankreich",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5343,jameswalas_,17531,10600,Chile,Chile,,Chile,,Chile,,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5344,fistinginferno,17527,,San Francisco,San Francisco,,San Francisco,,San Francisco,,,,CA,SAN FRANCISCO,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5345,jaydensexton3x,17523,,"Colorado, USA",Colorado,USA,"Colorado, USA",,"Colorado, USA",,,,CO,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5346,maurovaliente00,17496,,"Puerto Vallarta, Jalisco",Puerto Vallarta,Jalisco,"Puerto Vallarta, Jalisco",,"Puerto Vallarta, Jalisco",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5347,mlkaobaresp,17486,168,"São Paulo, Brasil🇧🇷",São Paulo,Brasil🇧🇷,"São Paulo, Brasil🇧🇷",,"São Paulo, Brasil🇧🇷",,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5348,vik_thor92,17472,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5349,pjmarinoxxx,17455,,NY ,NY,,NY,,NY,,,,NY,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5350,commander_ares,17453,,Berlin,Berlin,,Berlin,,Berlin,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5351,isaacmonteroxxx,17446,594,CA,CA,,CA,,CA,,,,CA,,2022-04-03 02:00:00.000,2022-03-14 01:00:00,2022-05-28 02:00:00.000
5352,antoniomarcoxxx,17442,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5353,xxx_scot,17439,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5354,boynamedluis,17432,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5355,feel_the_kay,17423,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5356,polacoxxxbr,17401,485,"São Paulo, Brasil",São Paulo,Brasil,"São Paulo, Brasil",,"São Paulo, Brasil",,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5357,mackmahoneyxxx,17398,1600,"Brooklyn, NY",Brooklyn,NY,"Brooklyn, NY",,"Brooklyn, NY",,,,NY,BROOKLYN,2022-05-27 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
5358,prettytsinclair,17395,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5359,zetomasrivas1,17395,,"Curitiba, Brasil",Curitiba,Brasil,"Curitiba, Brasil",,"Curitiba, Brasil",,,,,,2022-05-28 02:00:00.000,2022-05-04 02:00:00,2022-05-28 02:00:00.000
5360,karimgasmiii,17388,39400,"Miami, FL",Miami,FL,"Miami, FL",,"Miami, FL",,,,FL,MIAMI,2022-05-27 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5361,boybberlin,17366,2600,3% on,3% on,,3% on,,3% on,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5362,bendybearxxx,17349,1800,"Cleveland, OH",Cleveland,OH,"Cleveland, OH",,"Cleveland, OH",,,,OH,CLEVELAND,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5363,mikeblackxxx,17343,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5364,actuallyjustx,17338,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5365,africanrough,17330,,Nigeria,Nigeria,,Nigeria,,Nigeria,,,,,,2022-04-26 02:00:00.000,2022-04-25 02:00:00,2022-05-28 02:00:00.000
5366,lcompanheiro,17323,,"Miraflores, Peru",Miraflores,Peru,"Miraflores, Peru",,"Miraflores, Peru",,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5367,arthurinkxx,17294,854,"City of London, London",City of London,London,"City of London, London",,"City of London, London",,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5368,rexddk,17292,586,Schleswig-Flensburg,Schleswig-Flensburg,,Schleswig,Flensburg,Schleswig-Flensburg,,,,,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
5369,mitch_schif,17281,8000,Europe,Europe,,Europe,,Europe,,,,,,2022-05-28 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
5370,jakepp01,17271,,"Buffalo, NY",Buffalo,NY,"Buffalo, NY",,"Buffalo, NY",,,,NY,BUFFALO,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5371,sweetieboy_7,17271,,"Oaxaca, México 🇲🇽",Oaxaca,México 🇲🇽,"Oaxaca, México 🇲🇽",,"Oaxaca, México 🇲🇽",,,,,,2022-04-13 02:00:00.000,2022-04-13 02:00:00,2022-05-28 02:00:00.000
5372,joeyoliverxxx,17266,293,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-28 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
5373,mike_4xxx,17265,261,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5374,felix__stone,17257,,"Narrm, Kulin Nation ",Narrm,Kulin Nation,"Narrm, Kulin Nation",,"Narrm, Kulin Nation",,,,,,2022-05-28 02:00:00.000,2022-05-12 02:00:00,2022-05-28 02:00:00.000
5375,elijahmannevil1,17243,1300,"England, United Kingdom",England,United Kingdom,"England, United Kingdom",,"England, United Kingdom",,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5376,igorromanixxx,17239,,"Sorel-Tracy, Québec",Sorel-Tracy,Québec,Sorel,"Tracy, Québec","Sorel-Tracy, Québec",,,,,,2022-05-27 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
5377,thomaslongxxl,17230,2800,United States,United States,,United States,,United States,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5378,alex_the_ruler,17221,,"Pennsylvania, USA",Pennsylvania,USA,"Pennsylvania, USA",,"Pennsylvania, USA",,,,PA,,2022-05-27 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5379,xander_fierro,17219,,"Laguna Beach, CA",Laguna Beach,CA,"Laguna Beach, CA",,"Laguna Beach, CA",,,,CA,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5380,christianxreese,17212,7300,NC,NC,,NC,,NC,,,,NC,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5381,bromance357,17209,3000,"New York, NY",New York,NY,"New York, NY",,"New York, NY",,,,NY,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5382,fka_ghost,17208,2300,"Wisconsin, USA",Wisconsin,USA,"Wisconsin, USA",,"Wisconsin, USA",,,,WI,,2022-05-28 02:00:00.000,2022-05-11 02:00:00,2022-05-28 02:00:00.000
5383,charliehudsonxx,17205,577,"Brisbane, Queensland",Brisbane,Queensland,"Brisbane, Queensland",,"Brisbane, Queensland",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5384,masterjai_46,17204,,"Melbourne, Victoria",Melbourne,Victoria,"Melbourne, Victoria",,"Melbourne, Victoria",,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5385,allanrkxxx,17191,,"Brooklyn, NY",Brooklyn,NY,"Brooklyn, NY",,"Brooklyn, NY",,,,NY,BROOKLYN,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5386,mr_phoenixxx,17191,5000,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5387,shawnjox,17182,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5388,sebastian28_m,17180,5800,"Bello, Colombia",Bello,Colombia,"Bello, Colombia",,"Bello, Colombia",,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5389,cumshotdaddy11,17179,,Canada,Canada,,Canada,,Canada,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5390,aussiegayuncut1,17177,88,QLD,QLD,,QLD,,QLD,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5391,vikingdudenyc,17174,,"New York, NY",New York,NY,"New York, NY",,"New York, NY",,,,NY,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5392,itscharlieswrld,17167,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5393,jaxlallen,17159,14900,Italia,Italia,,Italia,,Italia,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5394,alphamusclegut,17158,1600,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-04-29 02:00:00,2022-05-28 02:00:00.000
5395,dl_fcuk,17155,2000,WeGoAllTheWay©️,WeGoAllTheWay©️,,WeGoAllTheWay©️,,WeGoAllTheWay©️,,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5396,astianxxx,17150,,"Wisconsin, USA",Wisconsin,USA,"Wisconsin, USA",,"Wisconsin, USA",,,,WI,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5397,souzzaramon2,17129,1300,"Rio de Janeiro, Brasilien",Rio de Janeiro,Brasilien,"Rio de Janeiro, Brasilien",,"Rio de Janeiro, Brasilien",,,,,,2022-04-22 02:00:00.000,2022-04-22 02:00:00,2022-05-28 02:00:00.000
5398,rawislawmanc,17128,,"Manchester, England",Manchester,England,"Manchester, England",,"Manchester, England",,,,NH,MANCHESTER,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5399,papadebruno,17108,,"Santiago, Chile",Santiago,Chile,"Santiago, Chile",,"Santiago, Chile",,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5400,jensromvisser,17102,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-08 02:00:00,2022-05-28 02:00:00.000
5401,iamkingkole,17084,2800,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-27 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
5402,allensilverxxx,17083,,San Francisco,San Francisco,,San Francisco,,San Francisco,,,,CA,SAN FRANCISCO,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5403,lepexxx,17078,,"Rio de Janeiro, Brasil",Rio de Janeiro,Brasil,"Rio de Janeiro, Brasil",,"Rio de Janeiro, Brasil",,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5404,theryanjacobs1,17067,203,"Montréal, Québec",Montréal,Québec,"Montréal, Québec",,"Montréal, Québec",,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5405,vykbob,17064,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5406,cr_alexis_dr,17032,47,"Ciudad de México, Pachuca Hgo",Ciudad de México,Pachuca Hgo,"Ciudad de México, Pachuca Hgo",,"Ciudad de México, Pachuca Hgo",,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5407,hunterdeanxl,17022,,"Virginia Beach, VA",Virginia Beach,VA,"Virginia Beach, VA",,"Virginia Beach, VA",,,,VA,VIRGINIA BEACH,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5408,misterjny,17022,,My dungeon in NYC,My dungeon in NYC,,My dungeon in NYC,,My dungeon in NYC,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5409,puprichter,17021,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5410,alejandrounisex,17020,,"Córdoba, Argentina",Córdoba,Argentina,"Córdoba, Argentina",,"Córdoba, Argentina",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5411,lhugecummer,17016,219,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-27 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5412,cumfiend86,17008,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5413,agxmiami,17007,580,"Miami Beach, FL",Miami Beach,FL,"Miami Beach, FL",,"Miami Beach, FL",,,,FL,MIAMI,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5414,trevor_northman,17006,,"Hollywood, Los Angeles",Hollywood,Los Angeles,"Hollywood, Los Angeles",,"Hollywood, Los Angeles",,,,CA,HOLLYWOOD,2022-05-27 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
5415,nastygaymer,16997,,Midwest,Midwest,,Midwest,,Midwest,,,,FL,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
5416,jumbo_trix,16997,,"Beaufort, SC",Beaufort,SC,"Beaufort, SC",,"Beaufort, SC",,,,SC,,2022-05-22 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
5417,ben_mfxxx,16994,96,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5418,zacharyzane_,16989,,"Brooklyn, NY",Brooklyn,NY,"Brooklyn, NY",,"Brooklyn, NY",,,,NY,BROOKLYN,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5419,fagrob2,16987,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5420,bottombabexxx,16972,5400,"Orlando, FL",Orlando,FL,"Orlando, FL",,"Orlando, FL",,,,FL,ORLANDO,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5421,gaypublicnudity,16972,,Vereinigtes Königreich,Vereinigtes Königreich,,Vereinigtes Königreich,,Vereinigtes Königreich,,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5422,bootyfantassy,16970,1000,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
