"rank_","?column?","followers","rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date","profile_img_url"
86,@lovegaydicks,52K,2833,lovegaydicks,52223,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1428097812324143112/fvh3DRRx_400x400.jpg
87,@beardedgorillas,52K,2847,beardedgorillas,51958,5300,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1240712442457600004/g7RdI8ym_400x400.jpg
88,@texasboy155,51K,2885,texasboy155,50999,10300,"Lubbock, TX",Lubbock,TX,"Lubbock, TX",,"Lubbock, TX",,,,TX,LUBBOCK,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1508945296910434313/KYFNwkYg_400x400.jpg
89,@wellbredtexans,50K,2928,wellbredtexans,50076,2300,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1395803457530048514/dVMCK4Do_400x400.jpg
90,@delreycarter,50K,2931,delreycarter,49974,3200,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-04 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1506159721266520068/Aj_ljhEe_400x400.jpg
91,@kurtiswolfe,49K,3005,kurtiswolfe,48532,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1162155232232706048/JjMcGUHy_400x400.jpg
92,@angelitoyesss,48K,3006,angelitoyesss,48390,1100,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1456697793804963841/-dIN3J4Z_400x400.jpg
93,@daddyyyalex,48K,3013,daddyyyalex,48258,5000,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1523846365297713152/WtkeVh_A_400x400.jpg
94,@buckahroo1,48K,3050,buckahroo1,47537,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1416090145963577352/cuUVKlP5_400x400.jpg
95,@hung_n_hungry,47K,3058,hung_n_hungry,47423,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1379895891314769922/D8uWynMS_400x400.jpg
96,@diksukahtown,47K,3062,diksukahtown,47367,3100,Houston (nawf side),Houston (nawf side),,Houston (nawf side),,Houston (nawf side),,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1515404186942377985/V35aGvkl_400x400.jpg
97,@jaxxrezaxxx,47K,3067,jaxxrezaxxx,47229,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524379152853483521/IEu-Znog_400x400.jpg
98,@hydroflasktwink,46K,3114,hydroflasktwink,46203,5300,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1480633600307601417/tSTGGVjY_400x400.jpg
99,@trippy_twunk,46K,3125,trippy_twunk,45937,10800,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1485420598071341061/Wd9-jeY3_400x400.jpg
100,@wesleyharrisiii,46K,3126,wesleyharrisiii,45937,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-07 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1497831228451532801/fWFeKbap_400x400.jpg
101,@theonlydangelox,45K,3150,theonlydangelox,45476,17400,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1315679638417543170/xAuYP2V2_400x400.jpg
102,@baddie3105,45K,3162,baddie3105,45296,,"Austin, TX ",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1517644067286372352/By2bDO05_400x400.jpg
103,@thatmaskedduo,45K,3166,thatmaskedduo,45257,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1462101035875512327/HN63pCnX_400x400.jpg
104,@cutebeard337,45K,3167,cutebeard337,45238,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-07 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1517710542445633538/FYFU-ooX_400x400.jpg
105,@mrgoudreauxxx,45K,3177,mrgoudreauxxx,45052,8400,"Fort Worth, TX",Fort Worth,TX,"Fort Worth, TX",,"Fort Worth, TX",,,,TX,FORT WORTH,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1503901927066767366/XkvtO6_p_400x400.jpg
106,@holliday_bam,45K,3211,holliday_bam,44569,17800,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,
107,@playboyfranky,44K,3232,playboyfranky,44218,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1534771705188691970/Vwf9X8d3_400x400.jpg
108,@blk10nches,44K,3250,blk10nches,43799,50,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/886024870420676609/pgMdnRB5_400x400.jpg
109,@elyxfilms,43K,3286,elyxfilms,43026,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1508318390162759686/7Qe6ejqD_400x400.jpg
110,@oliverleexxx,43K,3294,oliverleexxx,42934,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1511052890584104971/XyFvkcr-_400x400.jpg
111,@jjaspertx,43K,3299,jjaspertx,42864,15900,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1490053245997400069/C_h4MH5v_400x400.jpg
112,@dallasuncutmex,43K,3300,dallasuncutmex,42861,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1510090311292362753/SBX9UcW8_400x400.jpg
113,@princeboy103,43K,3304,princeboy103,42724,1500,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1477692439074938885/86w6hPUo_400x400.jpg
114,@_thenameisford,42K,3326,_thenameisford,42408,191,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1500191111930863622/1sWNW9XA_400x400.jpg
115,@graysonlangexxx,42K,3368,graysonlangexxx,41654,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1497311198337028104/eAt_GR35_400x400.jpg
116,@aldabeim,41K,3422,aldabeim,40763,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-05 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1179952624646443008/iEosHx2s_400x400.jpg
117,@prettyboynardss,40K,3453,prettyboynardss,40172,4300,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-06 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1485695820729143303/BRphNWP1_400x400.jpg
118,@atxtwink,40K,3462,atxtwink,40070,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1512520543584538641/z50rYU3l_400x400.jpg
119,@tyrolland_,39K,3500,tyrolland_,39405,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1459932504954187778/z_5v8fPz_400x400.jpg
120,@wittentj,39K,3512,wittentj,39226,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1460741985715863555/EYEBBPpx_400x400.jpg
121,@centexdaddy,39K,3518,centexdaddy,39149,,Somewhere in Texas,Somewhere in Texas,,Somewhere in Texas,,Somewhere in Texas,,,,,,2022-06-16 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1524889865355251727/J5ViWiZj_400x400.jpg
122,@adamcainxxx,39K,3520,adamcainxxx,39110,1100,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1441142762523348992/JpAQkZ25_400x400.jpg
123,@macksturgis,39K,3536,macksturgis,38809,28000,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1125461309670211584/wbhNKIqj_400x400.jpg
124,@blakehoustonxxx,39K,3540,blakehoustonxxx,38779,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-13 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1491487856468107265/cuAo3aee_400x400.jpg
125,@texasmuscleass,38K,3563,texasmuscleass,38381,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-04 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1437451333129363457/JoO_bSA0_400x400.jpg
126,@couplefunxxx,38K,3592,couplefunxxx,37928,4300,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-01 02:00:00,2022-06-16 02:00:00.000,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
127,@lucadelrey,38K,3601,lucadelrey,37756,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1516767090463711238/aW0sStFv_400x400.jpg
128,@twinkandrew1,37K,3630,twinkandrew1,37325,4100,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1512318562085580801/X8JjiTE-_400x400.jpg
129,@thotterati_,37K,3656,thotterati_,36944,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1456283871419539456/u-ajA71C_400x400.jpg
130,@tommieshxxthick,36K,3705,tommieshxxthick,36345,5600,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1493765595807948803/XOlT-iym_400x400.jpg
131,@realscottyhotty,36K,3713,realscottyhotty,36254,18100,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1299019747837857795/KSnKPBN0_400x400.jpg
132,@barebacktx,36K,3731,barebacktx,35952,,"Austin, Texas",Austin,Texas,"Austin, Texas",,"Austin, Texas",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-05-31 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/633419266071527424/rUDFvOHa_400x400.jpg
133,@johnnyx_xxx,36K,3732,johnnyx_xxx,35924,,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1410098975361933313/dNxejCL1_400x400.jpg
134,@dom_blan88,35K,3793,dom_blan88,34990,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1398744838015651841/cVRa4v_7_400x400.jpg
135,@daddydiesel15,35K,3801,daddydiesel15,34879,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1397185988364050440/Mv4GjoM0_400x400.jpg
136,@bigbootytexass,35K,3806,bigbootytexass,34812,1300,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1529876177996898306/Z-h_tW1x_400x400.jpg
137,@dallasasspig,35K,3809,dallasasspig,34741,421,Dallas Texas ,Dallas Texas,,Dallas Texas,,Dallas Texas,,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1442339170442104838/2xr9PEYs_400x400.jpg
138,@bluudarron,34K,3843,bluudarron,34247,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1488269202389676041/4Z5OQGlT_400x400.jpg
139,@raykingxxx2,34K,3871,raykingxxx2,33915,10300,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1411367233423646723/UVfQ70Dm_400x400.jpg
140,@thedtxtop,34K,3890,thedtxtop,33643,18,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-16 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1456680490740731912/GPQegd23_400x400.jpg
141,@daddyshiftt,33K,3913,daddyshiftt,33280,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-02 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1484624798353403912/tBV6t2_O_400x400.jpg
142,@vanarmonxxx,33K,3921,vanarmonxxx,33232,,"Houston, TX ",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-04 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1519045058644914178/gW56rPRX_400x400.jpg
143,@littlemxrc,33K,3955,littlemxrc,32722,5100,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1507742632151330816/XZrxIEJm_400x400.jpg
144,@thesilversteele,32K,4036,thesilversteele,31723,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1467237174252916738/kdK1S-bb_400x400.jpg
145,@fitcumpig,31K,4062,fitcumpig,31403,26,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-15 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1106235843591712768/Q18Hp8ss_normal.png
146,@commandocockxxx,31K,4068,commandocockxxx,31321,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1449273217533816837/R1-HgmT7_400x400.jpg
147,@dexterbear97,31K,4097,dexterbear97,30978,,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1517978609637543940/U9aumfSe_400x400.jpg
148,@marcusryanxxx,30K,4184,marcusryanxxx,29991,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1009529505810210816/-I2J5rBD_400x400.jpg
149,@xxxgloryhole,30K,4204,xxxgloryhole,29741,,"Glory Hole, TX",Glory Hole,TX,"Glory Hole, TX",,"Glory Hole, TX",,,,TX,,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1358997904434806785/E3Axs-uW_400x400.jpg
150,@troughyboy,30K,4221,troughyboy,29514,1700,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1520408661990031365/HfoC8x1c_400x400.jpg
151,@rick_kelsonofc,30K,4222,rick_kelsonofc,29508,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-12 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1435269864231473157/1xe9nAZi_400x400.jpg
152,@gaelcu2,29K,4255,gaelcu2,29138,583,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1509237921336942599/2RUDHlSP_400x400.jpg
153,@jayyckk,29K,4274,jayyckk,28999,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1484652086264573961/9Yp5U9P__400x400.jpg
154,@elilewisxxx,29K,4295,elilewisxxx,28773,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1496874905123631106/ZpAiCTAb_400x400.jpg
155,@creolecummer,29K,4303,creolecummer,28708,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-10 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1457942385665744898/NDz9SCvc_400x400.jpg
156,@txkiller21,28K,4338,txkiller21,28355,2400,"Austin, TX",Austin,TX,"Austin, TX",,"Austin, TX",,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1527107549039890432/oNHRr1ax_400x400.jpg
157,@uwantstaminaxxx,28K,4343,uwantstaminaxxx,28298,1800,Somewhere in Houston ,Somewhere in Houston,,Somewhere in Houston,,Somewhere in Houston,,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1444132964393226251/-5gUt62r_400x400.jpg
158,@josexxxluis,28K,4345,josexxxluis,28291,725,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1480093128711454721/WfpfdvAB_400x400.jpg
159,@donkey_dick10,28K,4349,donkey_dick10,28167,313,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-04-13 02:00:00.000,2022-02-28 01:00:00,2022-06-16 02:00:00.000,
160,@fitmanxl9,28K,4369,fitmanxl9,27884,,Texas,Texas,,Texas,,Texas,,,,TX,,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1480884815209582596/p0d0RVf3_400x400.jpg
161,@theelliotfinn,28K,4374,theelliotfinn,27834,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1435736480501088260/g_I9I4PR_400x400.jpg
162,@htxbull98,27K,4428,htxbull98,27338,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-16 02:00:00.000,2022-06-09 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1477797586291597324/InaQlZEC_400x400.jpg
163,@selfmadejon1990,27K,4436,selfmadejon1990,27281,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1515385151693463562/ma0jLlQC_400x400.jpg
164,@kidshreds,27K,4452,kidshreds,27113,88500,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,
165,@dougacre,27K,4472,dougacre,26890,,Houston Tx,Houston Tx,,Houston Tx,,Houston Tx,,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/378800000592801849/2362986c2d723a4e8fb49a88e3d44b57_normal.jpeg
166,@snakesnbriefs,26K,4542,snakesnbriefs,26039,94,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-16 02:00:00.000,2022-06-08 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1409651838257963008/fzvTA0eq_400x400.jpg
167,@datxla,26K,4576,datxla,25721,440,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1430571149218521088/4OhHn0Yu_400x400.jpg
168,@bradleykingxxx,26K,4598,bradleykingxxx,25537,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-05-30 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1526270977163812866/G0MCz8r-_400x400.jpg
169,@chasewilliamsxx,25K,4652,chasewilliamsxx,24880,,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-15 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1410337095223332879/xihR5hMt_400x400.jpg
170,@jakeaustinxxx1,25K,4654,jakeaustinxxx1,24859,21800,Austin,Austin,,Austin,,Austin,,,,TX,AUSTIN,2022-06-15 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1430245961612374023/QortsoWi_400x400.jpg
171,@paulboulon,25K,4667,paulboulon,24732,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-06-15 02:00:00.000,2022-06-03 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1497355045263794182/HnsZVQ0U_400x400.jpg
172,@johnsonsworld2,24K,4715,johnsonsworld2,24276,5500,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-06-15 02:00:00.000,2022-06-14 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1284190163606749184/eJTT0VVS_400x400.jpg
173,@thatboykevinnn,24K,4733,thatboykevinnn,24090,1200,"Texas, USA",Texas,USA,"Texas, USA",,"Texas, USA",,,,TX,,2022-06-16 02:00:00.000,2022-06-11 02:00:00,2022-06-16 02:00:00.000,http://pbs.twimg.com/profile_images/1417492535400927259/Be9_LRXI_400x400.jpg
