"rank_","?column?","followers","rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date","profile_img_url"
410,@yorkshirepudxxx,K,11124,yorkshirepudxxx,162,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-07-01 02:00:00.000,2022-06-26 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1300364781329747970/mjpUsPzy_400x400.jpg
411,@hung_london86,K,11125,hung_london86,161,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-07-01 02:00:00.000,2022-07-01 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1531302753821249536/SQFTH01c_400x400.jpg
412,@blackmagikxxx,K,11140,blackmagikxxx,151,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-04-17 02:00:00.000,2022-04-15 02:00:00.000,2022-07-01 02:00:00.000,
413,@garygearsxxx,K,11141,garygearsxxx,149,,"London, N69 England",London,N69 England,"London, N69 England",,"London, N69 England",,,,,,2022-06-17 02:00:00.000,2022-06-11 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1362850109629861890/WtGDOHZ5_400x400.jpg
414,@pierrehefnerxxx,K,11164,pierrehefnerxxx,130,,London & Paris ,London & Paris,,London & Paris,,London & Paris,,,,,,2022-06-17 02:00:00.000,2022-06-15 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1508055936925155328/SmQ01llO_400x400.jpg
415,@dltnxx,K,11183,dltnxx,117,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-22 02:00:00.000,2022-05-05 02:00:00.000,2022-07-01 02:00:00.000,
416,@iben85m,K,11190,iben85m,109,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-07-01 02:00:00.000,2022-06-30 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1421112305027268613/fsdWJ95z_400x400.jpg
417,@jeffrymanson1,K,11197,jeffrymanson1,99,,London United Kingdom,London United Kingdom,,London United Kingdom,,London United Kingdom,,,,,,2022-06-30 02:00:00.000,2022-06-29 02:00:00.000,2022-07-01 02:00:00.000,
418,@ivorgreenxxx,K,11206,ivorgreenxxx,95,,"N69, London, England",N69,London,"N69, London, England",,"N69, London, England",,,,,,2022-06-17 02:00:00.000,2022-06-15 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1503610738455322629/i-D8RK1I_400x400.jpg
419,@marioraduxxx,K,11215,marioraduxxx,88,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-06-30 02:00:00.000,2022-06-28 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1495747380540547072/h0cxSuX3_400x400.jpg
420,@jackprincex,K,11239,jackprincex,71,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-06-30 02:00:00.000,2022-06-20 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1240833906808705025/qDcQHdzi_400x400.jpg
421,@headmasteruk,K,11257,headmasteruk,57,,"London, UK",London,UK,"London, UK",,"London, UK",,,,,,2022-06-30 02:00:00.000,2022-06-19 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1250508722985668610/pmou_IJJ_400x400.jpg
422,@samtttxxx,K,11345,samtttxxx,8,434,"London, England",London,England,"London, England",,"London, England",,,,,,2022-07-01 02:00:00.000,2022-05-30 02:00:00.000,2022-07-01 02:00:00.000,http://pbs.twimg.com/profile_images/1521432669372010497/ONuly1BZ_400x400.jpg

